Number,Author Full Names,Article Title,Source Title,Abstract,Publication Date,Publication Year,Volume,Issue,Early Access Date,UT (Unique WOS ID),Pubmed Id,Survey,N,Relevant,Rel_2
1031,"Anaki, David; Sergay, Jamie",Predicting health behavior in response to the coronavirus disease (COVID-19): Worldwide survey results from early March 2020,PLOS ONE,"The current pandemic outbreak of the novel COVID-19, which originated from Wuhan in China in late 2019, has eventually spread to six continents with a rising toll of death cases. No vaccine has yet been developed for COVID-19. The compliance of the general public with the advice and regulations of the health authorities and the adoption of effective health behavior regimens are currently the only weapons to effectively cope with the disease. Here we report the results of a worldwide survey (n = 953) conducted between March 2 and March 14, 2020 that sought (a) to identify critical proximal predictors of health behavior relevant to the current situation, (b) to examine their relationships to various demographic characteristics of the population, (c) and to provide a model of health behavior specific to COVID-19. We found that the perceived severity of the disease and susceptibility to it, emotional reactions, and attitudes toward COVID-19 predicted one-third of the preventive behavior variance. Various demographic variables influenced these predictors. Based on the data collected, we constructed, using path analysis, a theoretical model of health behavior. Our results emphasize the need to consider the impact of antecedent variables on actual precautionary behavior and the influence of demographic factors on these antecedent variables. Understanding the complex interplay of these precursors in health behavior will maximize their beneficial role, eliminate maladaptive prevention patterns, and facilitate the eradication of the disease.",JAN 7,2021,16,1,,WOS:000608044300107,33411827,yes,950,"5(early and non vacc, very general hbt)",5
1032,"Zhou, Nan; Bao, Jinku; Ning, Yuping","H2V: a database of human genes and proteins that respond to SARS-CoV-2, SARS-CoV, and MERS-CoV infection",BMC BIOINFORMATICS,"BackgroundThe ongoing global COVID-19 pandemic is caused by SARS-CoV-2, a novel coronavirus first discovered at the end of 2019. It has led to more than 50 million confirmed cases and more than 1 million deaths across 219 countries as of 11 November 2020, according to WHO statistics. SARS-CoV-2, SARS-CoV, and MERS-CoV are similar. They are highly pathogenic and threaten public health, impair the economy, and inflict long-term impacts on society. No drug or vaccine has been approved as a treatment for these viruses. Efforts to develop antiviral measures have been hampered by the insufficient understanding of how the human body responds to viral infections at the cellular and molecular levels.ResultsIn this study, journal articles and transcriptomic and proteomic data surveying coronavirus infections were collected. Response genes and proteins were then identified by differential analyses comparing gene/protein levels between infected and control samples. Finally, the H2V database was created to contain the human genes and proteins that respond to SARS-CoV-2, SARS-CoV, and MERS-CoV infection.ConclusionsH2V provides molecular information about the human response to infection. It can be a powerful tool to discover cellular pathways and processes relevant for viral pathogenesis to identify potential drug targets. It is expected to accelerate the process of antiviral agent development and to inform preparations for potential future coronavirus-related emergencies. The database is available at: http://www.zhounan.org/h2v.",JAN 7,2021,22,1,,WOS:000608273800005,33413085,,,,
1033,"Kumar, Namit; Golhar, Ryan; Sen Sharma, Kriti; Holloway, James L.; Sarangi, Srikant; Neuhaus, Isaac; Walsh, Alice M.; Pitluk, Zachary W.",Rapid single cell evaluation of human disease and disorder targets using REVEAL: SingleCell (TM),BMC GENOMICS,"Background: Single-cell (sc) sequencing performs unbiased profiling of individual cells and enables evaluation of less prevalent cellular populations, often missed using bulk sequencing. However, the scale and the complexity of the sc datasets poses a great challenge in its utility and this problem is further exacerbated when working with larger datasets typically generated by consortium efforts. As the scale of single cell datasets continues to increase exponentially, there is an unmet technological need to develop database platforms that can evaluate key biological hypotheses by querying extensive single-cell datasets. Large single-cell datasets like Human Cell Atlas and COVID-19 cell atlas (collection of annotated sc datasets from various human organs) are excellent resources for profiling target genes involved in human diseases and disorders ranging from oncology, auto-immunity, as well as infectious diseases like COVID-19 caused by SARS-CoV-2 virus. SARS-CoV-2 infections have led to a worldwide pandemic with massive loss of lives, infections exceeding 7 million cases. The virus uses ACE2 and TMPRSS2 as key viral entry associated proteins expressed in human cells for infections. Evaluating the expression profile of key genes in large single-cell datasets can facilitate testing for diagnostics, therapeutics, and vaccine targets, as the world struggles to cope with the on-going spread of COVID-19 infections. Main body: In this manuscript we describe REVEAL: SingleCell, which enables storage, retrieval, and rapid query of single-cell datasets inclusive of millions of cells. The array native database described here enables selecting and analyzing cells across multiple studies. Cells can be selected using individual metadata tags, more complex hierarchical ontology filtering, and gene expression threshold ranges, including co-expression of multiple genes. The tags on selected cells can be further evaluated for testing biological hypotheses. One such example includes identifying the most prevalent cell type annotation tag on returned cells. We used REVEAL: SingleCell to evaluate the expression of key SARS-CoV-2 entry associated genes, and queried the current database (2.2 Million cells, 32 projects) to obtain the results in < 60 s. We highlighted cells expressing COVID-19 associated genes are expressed on multiple tissue types, thus in part explains the multi-organ involvement in infected patients observed worldwide during the on-going COVID-19 pandemic. Conclusion: In this paper, we introduce the REVEAL: SingleCell database that addresses immediate needs for SARS-CoV-2 research and has the potential to be used more broadly for many precision medicine applications. We used the REVEAL: SingleCell database as a reference to ask questions relevant to drug development and precision medicine regarding cell type and co-expression for genes that encode proteins necessary for SARS-CoV-2 to enter and reproduce in cells.",JAN 6,2021,22,1,,WOS:000608033700004,33407110,,,,
1034,"Angulo, Frederick J.; Finelli, Lyn; Swerdlow, David L.","Estimation of US SARS-CoV-2 Infections, Symptomatic Infections, Hospitalizations, and Deaths Using Seroprevalence Surveys",JAMA NETWORK OPEN,"IMPORTANCE Estimates of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) disease burden are needed to help guide interventions. OBJECTIVE To estimate the number of SARS-CoV-2 infections, symptomatic infections, hospitalizations, and deaths in the US as of November 15, 2020. DESIGN, SETTING, AND PARTICIPANTS In this cross-sectional study of respondents of all ages, data from 4 regional and 1 nationwide Centers for Disease Control and Prevention (CDC) seroprevalence surveys (April [n = 16 596], May, June, and July [n = 40 817], and August [n = 38 355]) were used to estimate infection underreporting multipliers and symptomatic underreporting multipliers. Community serosurvey data from randomly selected members of the general population were also used to validate the underreporting multipliers. MAIN OUTCOMES AND MEASURES SARS-CoV-2 infections, symptomatic infections, hospitalizations, and deaths. The median of underreporting multipliers derived from the 5 CDC seroprevalence surveys in the 10 states that participated in 2 or more surveys were applied to surveillance data of reported coronavirus disease 2019 (COVID-19) cases for 5 respective time periods to derive estimates of SARS-CoV-2 infections and symptomatic infections, which were summed to estimate SARS-CoV-2 infections and symptomatic infections in the US. Estimates of infections and symptomatic infections were combined with estimates of the hospitalization ratio and fatality ratio to derive estimates of SARS-CoV-2 hospitalizations and deaths. External validity of the surveys was evaluated with the April CDC survey by comparing results to 5 serosurveys (n = 22 118) that used random sampling of the general population. Internal validity of the multipliers from the 10 specific states was assessed in the August CDC survey by comparing multipliers from the 10 states to all states. A sensitivity analysis was conducted using the interquartile range of the multipliers to derive a high and low estimate of SARS-CoV-2 infections and symptomatic infections. The underreporting multipliers were then used to adjust the reported COVID-19 infections to estimate the full SARS-COV-2 disease burden. RESULTS Adjusting reported COVID-19 infections using underreporting multipliers derived from CDC seroprevalence studies in April (n = 16 596), May (n = 14 291), June (n = 14 159), July (n = 12 367), and August (n = 38 355), there were estimated medians of 46 910 006 (interquartile range [IQR], 38 192 705-60 814 748) SARS-CoV-2 infections, 28 122 752 (IQR, 23 014 957-36 438 592) symptomatic infections, 956 174 (IQR, 782 509-1 238 912) hospitalizations, and 304 915 (IQR, 248 253-395 296) deaths in the US through November 15, 2020. An estimated 14.3% (IQR, 11.6%-18.5%) of the US population were infected by SARS-CoV-2 as of mid-November 2020. CONCLUSIONS AND RELEVANCE The SARS-CoV-2 disease burden may be much larger than reported COVID-19 cases owing to underreporting. Even after adjusting for underreporting, a substantial gap remains between the estimated proportion of the population infected and the proportion infected required to reach herd immunity. Additional seroprevalence surveys are needed to monitor the pandemic, including after the introduction of safe and efficacious vaccines. This cross-sectional study assesses the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) disease burden in the US, using surveillance data and seroprevalence surveys to estimate the number of SARS-CoV-2 infections, symptomatic infections, hospitalizations, and deaths through November 15, 2020.",JAN 5,2021,4,1,,WOS:000610371800006,33399860,,,,
1035,"Khubchandani, Jagdish; Sharma, Sushil; Price, James H.; Wiblishauser, Michael J.; Sharma, Manoj; Webb, Fern J.",COVID-19 Vaccination Hesitancy in the United States: A Rapid National Assessment,JOURNAL OF COMMUNITY HEALTH,"Given the results from early trials, COVID-19 vaccines will be available by 2021. However, little is known about what Americans think of getting immunized with a COVID-19 vaccine. Thus, the purpose of this study was to conduct a comprehensive and systematic national assessment of COVID-19 vaccine hesitancy in a community-based sample of the American adult population. A multi-item valid and reliable questionnaire was deployed online via mTurk and social media sites to recruit U.S. adults from the general population. A total of 1878 individuals participated in the study where the majority were: females (52%), Whites (74%), non-Hispanic (81%), married (56%), employed full time (68%), and with a bachelor's degree or higher (77%). The likelihood of getting a COVID-19 immunization in the study population was: very likely (52%), somewhat likely (27%), not likely (15%), definitely not (7%), with individuals who had lower education, income, or perceived threat of getting infected being more likely to report that they were not likely/definitely not going to get COVID-19 vaccine (i.e., vaccine hesitancy). In unadjusted group comparisons, compared to their counterparts, vaccine hesitancy was higher among African-Americans (34%), Hispanics (29%), those who had children at home (25%), rural dwellers (29%), people in the northeastern U.S. (25%), and those who identified as Republicans (29%). In multiple regression analyses, vaccine hesitancy was predicted significantly by sex, education, employment, income, having children at home, political affiliation, and the perceived threat of getting infected with COVID-19 in the next 1 year. Given the high prevalence of COVID-19 vaccine hesitancy, evidence-based communication, mass media strategies, and policy measures will have to be implemented across the U.S. to convert vaccines into vaccinations and mass immunization with special attention to the groups identified in this study.",APR,2021,46,2,JAN 2021,WOS:000604455000001,33389421,,,,
1036,"Temenggung, Della; Saputro, Adhi; Rinaldi, Rullan; Pane, Deasy",Managing Recovery and Seizing Reform Opportunities,BULLETIN OF INDONESIAN ECONOMIC STUDIES,"The worst of the Covid-19-induced economic crisis appears to be behind Indonesia, with the economic contraction lessening in the second half of 2020. While the economic downturn in Indonesia has been modest compared with downturns in peer countries, Indonesia's handling of the pandemic has been lacking. Almost a year into the pandemic, the country was still struggling with the first wave of infection as the number of new cases reported each day continued to rise. Facing criticism over the government's handling of the pandemic, President Joko Widodo reshuffled his cabinet at the end of 2020. This Survey examines Indonesia's plans to manage a longer-than-expected recovery from the effects of the pandemic. We see that much of the labour market is adjusting to widespread loss of employment by shifting into the agricultural sector. We also see an increase in informal employment, leading to a lower unemployment rate than expected. We argue that the pandemic has exacerbated Indonesia's long-standing structural problems. In addition to responding to the immediate crisis issues, the government must start addressing medium-term challenges and seizing reform opportunities. We discuss the existing recovery policies, including the vaccination strategy and the omnibus law on job creation. We argue that the omnibus law alone is necessary but will not be enough to improve the investment climate and create jobs for economy recovery and long-term structural transformation.",JAN 2,2021,57,1,,WOS:000641308900001,,,,,
1037,"Ahmed, Nehad J.; Alkhawaja, Faisal Z.; Alrawili, Abdulrahman S.",Barriers Influencing COVID-19 Vaccination Uptake among the Public in Saudi Arabia,JOURNAL OF PHARMACEUTICAL RESEARCH INTERNATIONAL,"Aim: The aim of this study is to explore barriers that influence COVID-19 vaccination uptake among the public in Saudi Arabia. Methods: This study included an online questionnaire that was prepared using questionnaire of previous study. After that, it was converted using Google (R) forms to an online form and was disseminated by social media platforms to be completed by the public. Results: Only 13.37% of the respondents believe that COVID-19 is not serious enough to warrant vaccination, about 14.71% agreed that the vaccine does not provide benefit, about 17.64% agreed that the chance of getting COVID-19 disease is low. About 31.37% of them said that they don't have the time to get vaccinated. About 60.78% of the respondents said that they concerned about the vaccine side effects. Conclusion: The main barrier of COVID-19 vaccination uptake was the vaccine side effects concerns. Health care provider should provide open and transparent information about vaccine safety and the potential vaccine side effects. Health education programs could change people's thoughts and feelings towards vaccination.",,2021,33,7,,WOS:000627855000004,,,,,
1038,"Atsiz Sezik, Handan; Tekin, Nil","KNOWLEDGE, ATTITUDES AND BEHAVIOURS OF ELDERLY PEOPLE LIVING AT A NURSING HOME RELATED TO PNEUMOCOCCAL AND INFLUENZA VACCINES",TURKISH JOURNAL OF GERIATRICS-TURK GERIATRI DERGISI,"Introduction: The World Health Organization declared the COVID-19 outbreak a pandemic on March 11, 2020; since then, protecting the elderly against infections through immunisation has become increasingly critical. This study aims to assess the knowledge level of individuals aged 65 years and above at a nursing home who are in the risk group for pneumococcal and influenza vaccines along with their attitudes and behaviours regarding immunisation. Materials and Methods: The questionnaire prepared by the researcher was administered to the elderly residents aged 65 years and above who could perform their own self-care in the blocks designated for healthy residents at the Narlidere Nursing Home Elderly Care and Rehabilitation Center after obtaining their oral consent. Results: The average age of the 708 elderly residents who participated in the research was 79.05 +/- 7.32 years (range 62-98), and 63% were female. Of the residents, 75.1% had heard about the pneumococcal vaccine, and 97.2% were aware of the influenza vaccine. Only 24.6% had been administered the pneumococcal vaccine, and 29.9% expressed that they did not receive it because their physician did not recommend it. A significant relation was found between having received the pneumococcal vaccine and age group (p = 0.046) and having received the pneumococcal vaccine and educational background (p = 0.025). Conclusion: Elderly people have more knowledge about influenza vaccine than pneumococcal vaccine. Their healthcare professionals mostly inform them about vaccinations. Therefore healthcare professionals should be trained about the pneumococcal vaccination procedures in elderly.",,2021,24,2,,WOS:000664872200019,,,,,
1039,"Bacon, Simon L.; Lavoie, Kim L.; Boyle, Jacqueline; Stojanovic, Jovana; Joyal-Desmarais, Keven","International assessment of the link between COVID-19 related attitudes, concerns and behaviours in relation to public health policies: optimising policy strategies to improve health, economic and quality of life outcomes (the iCARE Study)",BMJ OPEN,"Introduction In the context of a highly contagious virus with only recently approved vaccines and no cure, the key to slowing the spread of the COVID-19 disease and successfully transitioning through the phases of the pandemic, including vaccine uptake, is public adherence to rapidly evolving behaviour-based public health policies. The overall objective of the iCARE Study is to assess public awareness, attitudes, concerns and behavioural responses to COVID-19 public health policies, and their impacts, on people around the world and to link behavioural survey data with policy, mobility and case data to provide behavioural science, data-driven recommendations to governments on how to optimise current policy strategies to reduce the impact of the COVID-19 pandemic. Methods and analyses The iCARE study (www.icarestudy.com) uses a multiple cross-sectional survey design to capture self-reported information on a variety of COVID-19 related variables from individuals around the globe. Survey data are captured using two data capture methods: convenience and representative sampling. These data are then linked to open access data for policies, cases and population movement. Ethics and dissemination The primary ethical approval was obtained from the coordinating site, the Centre integre universitaire de sante et de services sociaux du Nord-de-l'Ile-de-Montreal (REB#: 2020-2099/03-25-2020). This study will provide high-quality, accelerated and real-time evidence to help us understand the effectiveness of evolving country-level policies and communication strategies to reduce the spread of the COVID-19. Due to the urgency of the pandemic, results will be disseminated in a variety of ways, including policy briefs, social media posts, press releases and through regular scientific methods.",,2021,11,3,,WOS:000629668700006,33707274,,,,
1040,"Daverio, Margherita",Ethical and regulatory issues in vaccine research in the pandemic context and in the case of human challenge studies: implications for informed consent,BIOLAW JOURNAL-RIVISTA DI BIODIRITTO,"In the pandemic context several specificities should be underlined for the case of vaccine trials, in addition to all ethical concerns raised for research related to pharmacological treatments which are also valid for vaccine research. Study population in vaccine trials is built up with healthy volunteers that should be carefully and fairly selected; as far as vaccine for emergency use are approved, the use of placebo in controlled studies raises ethical questions that should be discussed. Participants in vaccine trials should in any case be unduly influenced by any form of payment, and the gratuity of their act should be stressed in the communication and consent process. Moreover, in the context of experimentation with vaccines, sensitive ethical issues can arise also from the so-called challenge studies, since they concern intentionally infecting healthy people to investigate diseases and their treatments (human challenge trials involve exposing healthy volunteers to a pathogen to learn more about the disease it causes and to test vaccines quickly). The contribution finally includes a specific list of aspects to be included in well-designed information and consent process for participants' in vaccine research in the Covid-19 pandemic.",,2021,,2,,WOS:000672856500006,,,,,
1041,"Eichengreen, Barry; Aksoy, Cevat Giray; Saka, Orkun",Revenge of the experts: Will COVID-19 renew or diminish public trust in science?,JOURNAL OF PUBLIC ECONOMICS,"It is sometimes said that an effect of the COVID-19 pandemic will be heightened appreciation of the importance of scientific research and expertise. We test this hypothesis by examining how exposure to previous epidemics affected trust in science and scientists. Building on the impressionable years hypothesis that attitudes are durably formed during the ages 18-25, we focus on individuals exposed to epidemics in their country of residence at this particular stage of the life course. Combining data from a 2018 Wellcome Trust survey of more than 75,000 individuals in 138 countries with data on global epidemics since 1970, we show that such exposure has no impact on views of science as an endeavor but that it significantly reduces trust in scientists and in the benefits of their work. We also illustrate that the decline in trust is driven by the individuals with little previous training in science subjects. Finally, our evidence suggests that epidemic-induced distrust translates into lower compliance with health related policies in the form of negative views towards vaccines and lower rates of child vaccination. (C) 2020 Elsevier B.V. All rights reserved.",JAN,2021,193,,,WOS:000608161200009,34629566,,,,
1042,"Feitosa, Marley Ribeiro; Parra, Rogerio Serafim; de Camargo, Hugo Parra; Ferreira, Sandro Costa; de Almeida Troncon, Luiz Ernesto; Ribeiro da Rocha, Jose Joaquim; Feres, Omar",COVID-19 quarantine measures are associated with negative social impacts and compromised follow-up care in patients with inflammatory bowel disease in Brazil,ANNALS OF GASTROENTEROLOGY,"Background COVID-19 has affected the entire world. We aimed to determine the impact of COVID-19 containment measures on the daily life and follow up of patients with inflammatory bowel disease (IBD). Methods During May 2020, we evaluated 179 (79.6%) patients with Crohn's disease (CD) and 46 (20.4%) with ulcerative colitis (UC) by telephone, using a structured questionnaire to gather information on social impact and IBD follow up. Results Some kind of social distancing measure was reported by 95.6% of our patients, self-quarantine (64.9%) being the most frequent. Depressive mood was the most prevalent social impact ( 80.2%), followed by anxiety/fear of death (58.2%), insomnia (51.4%), daily activity impairment (48%), sexual dysfunction (46.2%), and productivity impairment (44%). The results were similar when we compared patients with active disease to those in remission and patients with UC to those with CD. Analysis of IBD follow up showed that 83.1% of all patients missed an IBD medical appointment, 45.5% of the patients missed laboratory tests, 41.3% missed the national flu vaccination program, 31.3% missed any radiologic exam, 17.3% missed colonoscopy, and 16.9% failed to obtain biologic therapy prescriptions. Biologics were discontinued by 28.4% of the patients. UC patients had higher rates of missed vaccination than CD patients ( 56.5% vs. 37.4%, P=0.02) and more failures to obtain a biologic prescription (28.3% vs. 14.0%, P=0.02). Conclusions Our study reveals alarming social impacts and declining follow-up care for IBD patients during the COVID-19 outbreak. These findings may have implications for disease control in the near future.",,2021,34,1,,WOS:000605685300006,33414620,,,,
1043,"Feleszko, Wojciech; Lewulis, Piotr; Czarnecki, Adam; Waszkiewicz, Pawel",Flattening the Curve of COVID-19 Vaccine Rejection-An International Overview,VACCINES,"Background: If globally implemented, a safe coronavirus disease 2019 (COVID-19) vaccination program will have broad clinical and socioeconomic benefits. However, individuals who anticipate that the coronavirus vaccine will bring life back to normality may be disappointed, due to the emerging antivaccination attitude within the general population. Methods: We surveyed a sample of adult Polish citizens (n = 1066), and compared it with the data on international COVID-19 vaccine reluctance. Results: In 20 national surveys, the vaccine averseness for the anticipated COVID-19 vaccine varied from meager (2-6% China) to very high (43%, Czech Republic, and 44%, Turkey) and in most countries was much higher than regular vaccination reluctance, which varies between 3% (Egypt) and 55% (Russia). Conclusions: These results suggest that a 67% herd immunity may be possible only if mandatory preventive vaccination programs start early and are combined with coordinated education efforts supported by legislative power and social campaigns.",JAN,2021,9,1,,WOS:000610824500001,33451104,,,,
1044,"Gusheva, Ema; de Gooyert, Vincent",Can We Have Our Cake and Eat It? A Review of the Debate on Green Recovery from the COVID-19 Crisis,SUSTAINABILITY,"As we speed through the development and distribution of a vaccine for the COVID-19 pandemic, economies are suffering through the worst decline of the century while, at the same time, being pushed to comply with global agreements regarding climate change. Because of this, the economic downturn is also seen as an opportunity to speed up the sustainability transition or, in simple terms, to achieve a green recovery. What can we expect from a green recovery? We address this question by reviewing position documents in the debate between green recovery and its opponent, quick rebound, in the Netherlands. We apply systems thinking to model causal arguments regarding key concepts comprising green recovery and identify issues of consensus and dissensus. Our findings indicate that green recovery is promising for curbing greenhouse gas emissions and addressing growing socioeconomic inequalities. However, the position of what green recovery means for economic growth, including the development of gross domestic product and employment, is still largely unclear and at times contradictory. While some see tradeoffs, others suggest that economic growth and sustainability goals can be achieved simultaneously. Thus, we conclude by reflecting on the question: Can we have our cake and eat it?",JAN,2021,13,2,,WOS:000611758400001,,,,,
1045,"Hajure, Mohammedamin; Tariku, Mandaras; Bekele, Firomsa; Abdu, Zakir; Dule, Aman; Mohammedhussein, Mustefa; Tsegaye, Tesfaye",Attitude Towards COVID-19 Vaccination Among Healthcare Workers: A Systematic Review,INFECTION AND DRUG RESISTANCE,"Introduction: Availability and accessibility of a safe COVID-19 vaccine do not necessarily guarantee an effective means to mitigate the pandemic. However, the fragile hero's or health care worker's attitude toward the vaccine is of paramount importance to promote its acceptance. So, the current review aims to provide the latest assessment of healthcare workers' attitudes toward the COVID-19 vaccination and its contributing factor worldwide. Methods: Peer-reviewed surveys in English indexed via an electronic database in Google Scholar, Science Direct and PubMed were systematically searched. The review was carried out per the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA2009) and registered on PROSPERO (CRD42021265534). Results: Originally 8039 articles were searched from three databases PubMed, Science direct, and Google scholar. Finally, 24 studies met the inclusion criteria and made the root for the estimates of the attitude of COVID-19 vaccinations. In about two-thirds of the studies, respondents showed a positive attitude (>= 50%) toward COVID-19 vaccination. However, in about one-quarter of the studies, a negative attitude (<50%) against vaccination was reported. Factors related to the attitude of healthcare workers toward COVID-19 vaccination include age, sex, profession, concerns about the safety of vaccines and fear of COVID-19, trust in the accuracy of the measures taken by the government, flu vaccination during the previous season, comorbid chronic illness, history of recommendation, and depression symptoms in the past week. Conclusion: Although most studies report that healthcare workers have a positive attitude toward COVID-19 vaccination, quite a few surveys mention negative attitudes towards the use of vaccines, which may reflect missed opportunities or challenges for the international efforts aimed at mitigating the pandemic. Still, we need to continue to make more efforts to change the attitudes of the uncertain healthcare workers to increase the uptake of the vaccine and deal with the multi-faceted impact of infection.",,2021,14,,,WOS:000701168600009,34584432,,,,
1046,"Herdea, Valeria; Duduciuc, Alina; Ghionaru, Raluca; Comnea, Laura; Paduraru, Luminita; Diaconescu, Smaranda",Assessment of the risk of infection among Romanian physicians at the outbreak of the SARS CoV-2 pandemic,EUROPEAN JOURNAL OF GENERAL PRACTICE,"Background In March 2020, the WHO declared the SARS CoV-2 pandemic. This had an immediate and dramatic impact on Romanian physicians. Objectives To analyse SARS-CoV-2 risk perception among Romanian physicians following the official WHO pandemic announcement. Methods A questionnaire was sent to Romanian physicians (n = 319) between 13 and 27 of March 2020 to determine the perceived threat of exposure to SARS CoV-2 infection, the assessment COVID-19 sources of documentation, physicians' access to personal protective equipment and the attitude towards a prospective vaccine against SARS CoV-2. Results Confronted with a new and unknown disease, the lack of appropriate information regarding disease management, media pressure and the lack of protective equipment, physicians experiencing a highly stressful a period. We found a significant relationship between the perceived level of fear and the risk of infection with SARS CoV-2 among respondents. A relationship was also found between the perceived level of fear related to COVID-19 and the acceptance of future vaccines against SARS CoV-2. Our data show that doctors working in urban areas considered the medical research on COVID-19 as clearer than those working in rural locations did. Conclusion Pandemic preparedness should focus on measures that make medical practice safe (supplies, working protocols, experience sharing with experts/colleagues from other countries).",JAN 1,2021,27,1,,WOS:000688247000001,34431427,,,,
1047,"Kerr, John R.; Schneider, Claudia R.; Recchia, Gabriel; Dryhurst, Sarah; Sahlin, Ullrika; Dufouil, Carole; Arwidson, Pierre; Freeman, Alexandra L. J.; van der Linden, Sander",Correlates of intended COVID-19 vaccine acceptance across time and countries: results from a series of cross-sectional surveys,BMJ OPEN,"Objective Describe demographical, social and psychological correlates of willingness to receive a COVID-19 vaccine. Setting Series of online surveys undertaken between March and October 2020. Participants A total of 25 separate national samples (matched to country population by age and sex) in 12 different countries were recruited through online panel providers (n=25 334). Primary outcome measures Reported willingness to receive a COVID-19 vaccination. Results Reported willingness to receive a vaccine varied widely across samples, ranging from 63% to 88%. Multivariate logistic regression analyses reveal sex (female OR=0.59, 95% CI 0.55 to 0.64), trust in medical and scientific experts (OR=1.28, 95% CI 1.22 to 1.34) and worry about the COVID-19 virus (OR=1.47, 95% CI 1.41 to 1.53) as the strongest correlates of stated vaccine acceptance considering pooled data and the most consistent correlates across countries. In a subset of UK samples, we show that these effects are robust after controlling for attitudes towards vaccination in general. Conclusions Our results indicate that the burden of trust largely rests on the shoulders of the scientific and medical community, with implications for how future COVID-19 vaccination information should be communicated to maximise uptake.",,2021,11,8,,WOS:000680903800017,34341047,,,,
1048,"Marco-Franco, Julio Emilio; Pita-Barros, Pedro; Vivas-Orts, David; Gonzalez-de-Julian, Silvia; Vivas-Consuelo, David","COVID-19, Fake News, and Vaccines: Should Regulation Be Implemented?",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"We analysed issues concerning the establishment of compulsory vaccination against COVID-19, as well as the role of misinformation as a disincentive-especially when published by health professionals-and citizen acceptance of measures in this regard. Data from different surveys revealed a high degree of hesitation rather than outright opposition to vaccines. The most frequent complaint related to the COVID-19 vaccination was the fear of side effects. Within the Spanish and European legislative framework, both compulsory vaccination and government regulation of FN (Fake News) appear to be feasible options, counting on sufficient legal support, which could be reinforced by additional amendment. However, following current trends of good governance, policymakers must have public legitimation. Rather than compulsory COVID-19 vaccination, an approach based on education and truthful information, persuading the population of the benefits of a vaccine on a voluntary basis, is recommended. Disagreements between health professionals are positive, but they should be resolved following good practice and the procedures of the code of ethics. Furthermore, citizens do not support the involvement of government authorities in the direct control of news. Collaboration with the media and other organizations should be used instead.",JAN,2021,18,2,,WOS:000612043200001,33467179,,,,
1049,"Mesele, Molalegn","COVID-19 Vaccination Acceptance and Its Associated Factors in Sodo Town, Wolaita Zone, Southern Ethiopia: Cross-Sectional Study",INFECTION AND DRUG RESISTANCE,"Background: Coronavirus disease (COVID-19) pandemic has still affected many countries around the world. The COVID-19 vaccine has been presented as the perfect solution for solving the current pandemic. Understanding the willingness of the community to receive the COVID-19 vaccine will help in the development and implementation of effective COVID-19 vaccination promotion programs. The aim of this study was to assess the COVID-19 vaccination acceptance and its associated factors in Sodo town, Wolaita zone, Southern Ethiopia. Methods: A community-based cross-sectional study was conducted among 415 participants in Wolaita Sodo, from April 1 to 30, 2021. To collect data, structured interviewer administered questionnaire was used. A p-value <= 0.05 in a multivariable logistic regression model was considered statistically significant. Results: Of 415 participants, 189 (45.5%) of them accepted of COVID-19 vaccines if available. Sex (AOR=2.15, 95% CI: 1.29, 3.56), educational status (AOR=3.09, 95% CI: 1.50, 6.37), mass media (AOR=1.97, 95% CI: 1.06, 3.63), received any vaccination during childhood (AOR=5.16, 95% CI: 2.44, 10.92), family members have been diagnosed with COVID-19 (AOR=4.40, 95% CI: 2.1, 9.25), friends have been diagnosed with COVID-19 (AOR=3.91, 95% CI: 1.52, 10.04), and respondents have tested for COVID-19 (AOR=4.40, 95% CI: 1.70, 11.36) were significantly associated with acceptance of COVID-19 vaccine. Conclusion: The prevalence of COVID-19 vaccination acceptance was law. To enhance the acceptance of COVID-19 vaccine, the government with different stakeholders should strengthen public education using mass media about the advantage of getting COVID-19 vaccination.",,2021,14,,,WOS:000665090900001,34194232,,,,
